"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000027","Richmond upon Thames","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","79.9051","68.2952","94.0779","61.9746","102.3821","155","19398","","Decreasing and getting better","Similar","Similar","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E10000012","Essex","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","79.8165","75.3643","84.2009","72.9534","86.8519","1,270","159115","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E10000024","Nottinghamshire","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","79.5802","73.6412","85.6266","70.4364","89.2727","690","86705","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000004","Oldham","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","79.3676","70.1308","90.1776","65.0384","96.4888","250","31499","","Decreasing and getting better","Similar","Similar","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000055","Bedford","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","79.1922","67.8527","92.9917","61.6735","101.0751","160","20204","","Decreasing and getting better","Similar","Similar","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E10000018","Leicestershire","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","78.6425","72.7522","84.6398","69.5744","88.2569","685","87103","","No significant change","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000005","Brent","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","78.5907","71.3231","87.2756","67.1667","92.2145","385","48988","","No significant change","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E10000020","Norfolk","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","78.5317","72.9221","84.0334","69.9375","87.4031","780","99323","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000027","Dudley","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","78.4146","69.9561","88.8556","65.1248","94.7812","275","35070","","No significant change","Similar","Similar","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000032","Bradford","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","77.8247","71.4629","84.3131","68.052","88.242","575","73884","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000026","Coventry","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","76.7402","70.0108","84.3027","66.2564","88.7031","455","59291","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000033","Southend-on-Sea","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","75.8972","63.3482","88.9753","57.1288","97.2818","140","18446","","Decreasing and getting better","Similar","Similar","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000063","Cumberland","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","75.6315","65.8639","87.2757","60.5082","94.0846","200","26444","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000028","Sandwell","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","75.5702","67.2023","83.6971","62.9431","88.8346","330","43668","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000051","Shropshire","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","73.8552","64.0172","83.3588","59.1356","89.4737","230","31142","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000021","Stoke-on-Trent","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","72.4124","63.4491","82.287","58.6848","88.2347","235","32453","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000031","Peterborough","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","72.3473","61.7909","83.292","56.4603","90.1681","180","24880","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000016","Leicester","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","72.1665","65.8216","78.9579","62.3641","82.9974","475","65820","","Increasing and getting worse","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000012","Liverpool","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","71.9332","66.7953","77.8153","63.8515","81.1699","670","93142","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000033","Calderdale","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","71.7907","61.0971","83.8172","55.5153","91.1251","160","22287","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000052","Cornwall","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","71.6064","64.7586","78.6147","61.1337","82.8929","420","58654","<span class=""tooltipValueNote"">* Value for Cornwall and Isles of Scilly combined</span>","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000019","Sheffield","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","71.3205","66.1718","77.2239","63.222","80.5904","655","91839","","No significant change","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000040","Windsor and Maidenhead","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","71.1018","59.2626","86.022","52.879","94.7884","115","16174","","Cannot be calculated","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000003","Barnet","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","71.0401","63.0491","78.7977","58.9898","83.7085","320","45045","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000006","Salford","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","71.0005","63.1285","79.5827","58.906","84.7286","295","41549","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000017","Hillingdon","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","70.0263","62.5942","79.1664","58.3486","84.3548","285","40699","","No significant change","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000008","Croydon","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","68.1154","61.1579","76.5998","57.1821","81.4185","310","45511","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000014","York","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","67.5992","59.3869","76.0596","55.1429","81.3016","260","38462","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E10000034","Worcestershire","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","66.9171","60.9399","74.0137","57.5205","78.051","415","62017","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000025","Birmingham","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","66.4007","62.726","70.1243","60.7081","72.3443","1,255","189004","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000001","Bolton","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","66.3772","58.5032","75.622","54.1663","81.0209","240","36157","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000024","Merton","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","66.0095","56.678","78.4093","51.3624","85.4184","150","22724","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000023","Lewisham","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","65.782","57.2868","74.5512","52.9281","80.0083","230","34964","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000026","Redbridge","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","65.7715","57.6236","73.6598","53.5376","78.6985","265","40291","","No significant change","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000026","Plymouth","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","65.5789","57.2087","73.6752","53.0292","78.8619","250","38122","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000013","Hammersmith and Fulham","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","65.5701","56.2144","76.0376","51.3085","82.3842","175","26689","","No significant change","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000006","Bromley","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","65.2498","56.143","74.0339","51.6568","79.714","210","32184","","No significant change","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000033","Westminster","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","64.813","56.4425","74.7916","51.853","80.6265","200","30858","","No significant change","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000009","Trafford","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","64.6674","55.7807","76.3711","50.7169","82.9897","160","24742","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E10000003","Cambridgeshire","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","63.5198","58.1865","68.9623","55.3329","72.2621","545","85800","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000031","Waltham Forest","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","63.2521","54.685","72.7805","50.1691","78.5431","195","30829","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000021","Kingston upon Thames","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","60.1852","50.707","71.9681","45.5753","78.8828","130","21600","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000011","Greenwich","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","59.4185","51.9986","68.2092","47.9228","73.3468","215","36184","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000014","Haringey","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","58.2512","50.7434","67.952","46.4625","73.4434","185","31759","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000029","Sutton","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","57.9428","47.8075","68.5326","42.831","75.2948","125","21573","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000039","Slough","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","57.9228","47.3629","68.9785","42.2153","76.0673","115","19854","","Cannot be calculated","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000032","Wandsworth","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","57.3716","50.2073","65.8594","46.2719","70.82","215","37475","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000044","Portsmouth","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","57.1563","49.96","66.3935","45.8557","71.6243","195","34117","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000003","Manchester","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","53.9257","49.683","58.0792","47.444","60.6381","645","119609","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000018","Nottingham","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","53.598","48.7428","59.0764","46.0373","62.2652","425","79294","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000022","Lambeth","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","53.1928","46.6896","60.8681","43.1133","65.3525","225","42299","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000038","Reading","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","52.9526","44.3487","61.9123","40.0727","67.594","145","27383","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000004","Bexley","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","52.4714","45.0537","62.3281","40.8283","67.8996","150","28587","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E08000035","Leeds","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","51.8043","48.0297","55.9601","45.9114","58.3744","670","129333","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000010","Enfield","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","51.7076","44.5774","58.5877","41.0582","63.0309","215","41580","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000041","Wokingham","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","51.4695","42.8056","63.7306","37.8798","70.6415","100","19429","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000020","Kensington and Chelsea","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","50.7254","41.2712","61.6962","36.4734","68.4507","100","19714","","No significant change","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000028","Southwark","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","50.1691","43.4862","56.6247","40.1702","60.7785","230","45845","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000012","Hackney","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","48.2839","41.1391","55.6955","37.5384","60.3572","175","36244","<span class=""tooltipValueNote"">* Value for Hackney and City of London combined</span>","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000019","Islington","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","46.0501","38.8118","53.5771","35.196","58.3361","155","33659","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000017","Rutland","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","42.6167","22.72","60.6206","16.2481","75.4248","20","4693","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000030","Tower Hamlets","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","41.55","36.3531","47.2812","33.5934","50.7348","230","55355","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000025","Newham","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","41.4357","36.1978","47.2185","33.4189","50.7048","225","54301","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000007","Camden","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","39.6845","33.6377","45.9643","30.6032","49.9241","165","41578","","Decreasing and getting better","Better","Better","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E09000001","City of London","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","","","","","","<div class=""no-data"">-</div>","","<span class=""tooltipValueNote"">* Value for Hackney and City of London combined</span>","Cannot be calculated","Not compared","Not compared","20230000","","","1y"
"90285","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years)","E92000001","England","E06000053","Isles of Scilly","Upper tier local authorities (post 4/23)","Persons","15-24 yrs","","","2023/24","","","","","","<div class=""no-data"">-</div>","","<span class=""tooltipValueNote"">* Value for Cornwall and Isles of Scilly combined</span>","Cannot be calculated","Not compared","Not compared","20230000","","","1y"
